Flight_Number,Date,Day_of_Week,Source,Destination,Departure_Time,Arrival_Time,Price,Aircraft_Type,Class,Seat_Occupancy_Rate,Delay_Status,Delay_Minutes,Weather_Conditions,Passenger_Rating,Meal_Opted,Booking_Channel,Duration_Minutes
6E3117,2024-09-14,Tuesday,Del,Goi,23:16:00,01:01:00,6329.39,A320Neo,Premium Economy,70.38,On-Time,0.0,Fog,2.0,No,Travel Agency,165
6E5068,2024-09-18,Thursday,Amd,Goi,17:41:00,20:06:00,3917.3,A321Neo,Economy,81.14,On-Time,0.0,Storm,3.0,No,Travel Agency,205
6E8156,2025-07-28,Tuesday,Blr,Goi,21:45:00,00:53:00,4565.76,A320,Economy,96.9,Delayed,32.0,Cloudy,3.0,No,Travel Agency,188
6E4752,2025-02-18,Saturday,Amd,Blr,14:45:00,17:28:00,6531.1,A321Neo,Economy,92.23,On-Time,0.0,Cloudy,4.0,No,Travel Agency,223
6E5850,2025-05-03,Wednesday,Pnq,Del,18:13:00,21:20:00,5184.1,A320Neo,Economy,76.09,On-Time,0.0,Rainy,1.0,No,Airport,187
6E7301,2025-02-09,Thursday,Blr,Bom,21:37:00,00:23:00,2956.72,A320,Economy,84.46,On-Time,0.0,Clear,4.0,No,App,226
6E8045,2024-08-07,Tuesday,Maa,Pnq,09:49:00,11:52:00,2694.7,A320Neo,Premium Economy,88.31,On-Time,0.0,Rainy,2.0,Yes,Website,123
6E8082,2024-11-11,Saturday,Ccu,Bom,15:46:00,17:22:00,3976.42,A321Neo,Economy,96.45,On-Time,0.0,Rainy,1.0,No,Travel Agency,156
6E6426,2024-12-24,Thursday,Amd,Blr,00:00:00,03:48:00,4908.77,A320,Economy,80.95,Delayed,133.0,Fog,3.0,No,Website,228
6E9513,2024-08-25,Thursday,Goi,Hyd,15:52:00,18:32:00,7648.78,A320Neo,Economy,70.89,Delayed,81.0,Cloudy,1.0,Yes,Airport,220
6E8623,2025-05-24,Saturday,Maa,Cok,12:39:00,15:36:00,6613.18,A320Neo,Economy,96.4,On-Time,0.0,Cloudy,3.0,No,Website,237
6E5259,2024-10-27,Monday,Bom,Ccu,17:22:00,18:33:00,8290.55,A321Neo,Economy,99.58,On-Time,0.0,Storm,5.0,Yes,Airport,71
6E9806,2024-12-05,Sunday,Hyd,Blr,22:08:00,00:15:00,5877.62,A320Neo,Economy,90.71,On-Time,0.0,Fog,3.0,Yes,Travel Agency,127
6E3967,2025-01-26,Friday,Bom,Ccu,15:21:00,16:22:00,5557.82,A321Neo,Economy,75.78,On-Time,0.0,Storm,2.0,Yes,App,61
6E8821,2024-09-05,Tuesday,Maa,Pnq,16:22:00,17:37:00,6417.57,A321Neo,Economy,70.4,Delayed,75.0,Storm,5.0,Yes,Travel Agency,75
6E9614,2025-07-07,Saturday,Maa,Goi,12:19:00,13:36:00,9147.71,A320Neo,Economy,89.97,On-Time,0.0,Fog,4.0,Yes,Airport,77
6E3537,2024-11-05,Monday,Pnq,Maa,13:44:00,15:15:00,4165.37,A320,Economy,77.77,On-Time,0.0,Clear,5.0,No,App,151
6E5170,2025-06-03,Friday,Maa,Amd,09:16:00,11:23:00,2726.58,A320,Economy,88.7,On-Time,0.0,Storm,2.0,Yes,App,127
6E6656,2025-06-05,Wednesday,Hyd,Bom,23:50:00,02:35:00,5429.81,A321Neo,Premium Economy,83.62,On-Time,0.0,Storm,3.0,Unknown,App,225
6E3099,2024-10-09,Thursday,Amd,Blr,09:05:00,12:17:00,5958.25,A321Neo,Economy,71.33,On-Time,0.0,Storm,4.0,Yes,Airport,192
6E8750,2024-09-05,Tuesday,Maa,Cok,22:46:00,01:20:00,4611.53,A321Neo,Premium Economy,75.58,Delayed,50.0,Storm,4.0,Yes,App,214
6E4019,2025-03-16,Thursday,Blr,Hyd,08:54:00,09:26:00,5200.37,A320,Economy,76.69,Cancelled,0.0,Rainy,5.0,Yes,App,92
6E9656,2024-09-21,Saturday,Pnq,Cok,12:59:00,13:13:00,6010.59,A321Neo,Economy,93.87,On-Time,0.0,Rainy,3.0,No,Travel Agency,74
6E4386,2025-06-26,Monday,Amd,Ccu,18:47:00,21:05:00,6359.55,A320Neo,Economy,97.25,Delayed,158.0,Cloudy,1.0,Yes,Website,198
6E7337,2025-02-10,Monday,Amd,Goi,00:34:00,01:52:00,7000.38,A320Neo,Economy,73.79,Delayed,45.0,Fog,4.0,Yes,App,78
6E5852,2024-08-22,Wednesday,Del,Amd,01:48:00,04:55:00,2699.69,A320,Economy,93.68,On-Time,0.0,Storm,1.0,Yes,Travel Agency,187
6E1606,2024-12-09,Tuesday,Pnq,Amd,11:33:00,12:13:00,7704.33,A320Neo,Premium Economy,98.53,On-Time,0.0,Cloudy,4.0,No,App,100
6E5970,2025-03-06,Sunday,Cok,Bom,13:21:00,15:57:00,8215.31,A320Neo,Economy,70.07,On-Time,0.0,Cloudy,5.0,Yes,Website,156
6E5662,2024-11-29,Wednesday,Hyd,Goi,00:10:00,02:39:00,3375.49,A321Neo,Economy,81.4,On-Time,0.0,Clear,5.0,No,Website,149
6E1299,2024-11-27,Friday,Maa,Bom,17:25:00,18:29:00,3261.45,A321Neo,Economy,70.77,On-Time,0.0,Fog,1.0,No,App,64
6E9837,2025-01-02,Sunday,Hyd,Del,10:37:00,11:10:00,7938.58,A321Neo,Economy,81.21,On-Time,0.0,Cloudy,3.0,No,Travel Agency,93
6E3343,2024-08-08,Friday,Hyd,Bom,13:42:00,15:16:00,4286.2,A320,Economy,88.68,On-Time,0.0,Storm,2.0,Yes,Website,154
6E2887,2025-05-09,Monday,Maa,Goi,19:52:00,22:43:00,3830.81,A320Neo,Economy,92.16,On-Time,0.0,Clear,4.0,No,Travel Agency,231
6E1114,2025-05-17,Saturday,Maa,Del,12:25:00,13:18:00,6718.77,A321Neo,Economy,83.4,Delayed,6.0,Storm,5.0,No,Website,113
6E9856,2025-04-23,Saturday,Del,Hyd,19:15:00,22:22:00,9352.69,A320Neo,Economy,87.56,On-Time,0.0,Rainy,3.0,No,Airport,187
6E5113,2024-11-30,Thursday,Del,Cok,17:42:00,18:47:00,9092.71,A320Neo,Economy,78.55,Delayed,166.0,Fog,2.0,Yes,Airport,65
6E9736,2025-01-22,Tuesday,Pnq,Blr,02:27:00,03:49:00,8174.7,A321Neo,Economy,88.05,On-Time,0.0,Rainy,3.0,No,Airport,82
6E6983,2025-06-02,Sunday,Amd,Bom,03:59:00,05:29:00,5388.19,A321Neo,Economy,93.8,On-Time,0.0,Fog,5.0,No,Website,150
6E5782,2025-03-26,Sunday,Cok,Del,08:58:00,11:24:00,4309.65,A320,Premium Economy,87.3,On-Time,0.0,Storm,2.0,No,App,206
6E3124,2025-03-28,Tuesday,Blr,Goi,11:51:00,14:34:00,2996.78,A321Neo,Economy,82.45,On-Time,0.0,Storm,1.0,No,App,223
6E5904,2025-05-10,Wednesday,Maa,Goi,04:15:00,05:44:00,3955.99,A320Neo,Premium Economy,92.31,On-Time,0.0,Cloudy,2.0,Yes,Website,89
6E4157,2025-03-03,Saturday,Maa,Hyd,21:36:00,23:21:00,6424.26,A320Neo,Economy,97.16,Delayed,121.0,Clear,2.0,No,Travel Agency,165
6E8313,2024-08-18,Sunday,Bom,Del,19:35:00,21:09:00,4037.42,A321Neo,Economy,97.89,On-Time,0.0,Storm,3.0,No,Website,154
6E8585,2024-12-27,Sunday,Blr,Hyd,09:46:00,12:38:00,9036.81,A320Neo,Economy,87.22,Delayed,66.0,Storm,5.0,Yes,Airport,232
6E9542,2024-08-31,Sunday,Ccu,Cok,09:52:00,12:11:00,8398.52,A321Neo,Economy,82.96,On-Time,0.0,Clear,2.0,Yes,App,199
6E7724,2024-11-06,Friday,Goi,Hyd,05:28:00,06:07:00,3553.76,A320,Economy,79.37,Cancelled,0.0,Clear,5.0,No,Website,99
6E1279,2025-06-14,Wednesday,Amd,Goi,09:47:00,11:37:00,7451.87,A321Neo,Premium Economy,92.55,Delayed,164.0,Clear,3.0,Yes,Airport,170
6E7597,2025-06-03,Tuesday,Hyd,Ccu,07:50:00,09:58:00,3114.87,A321Neo,Economy,92.59,Delayed,70.0,Cloudy,4.0,Yes,Travel Agency,128
6E1537,2025-07-24,Saturday,Bom,Maa,02:04:00,03:51:00,7471.64,A320,Economy,95.67,On-Time,0.0,Fog,3.0,Yes,Travel Agency,107
6E3716,2024-09-25,Sunday,Ccu,Hyd,14:00:00,17:57:00,2653.35,A320,Economy,87.99,Cancelled,0.0,Storm,2.0,Yes,Airport,237
6E8997,2024-10-01,Sunday,Goi,Bom,20:47:00,21:36:00,8420.41,A320,Economy,87.49,On-Time,0.0,Storm,5.0,No,Travel Agency,109
6E2291,2025-03-16,Friday,Amd,Maa,10:21:00,11:01:00,7516.77,A320Neo,Economy,95.53,On-Time,0.0,Clear,2.0,No,Travel Agency,100
6E8557,2024-12-07,Thursday,Maa,Amd,08:20:00,10:12:00,6723.29,A320Neo,Economy,70.6,On-Time,0.0,Fog,5.0,Yes,Website,172
6E5930,2024-12-18,Thursday,Ccu,Blr,18:49:00,20:59:00,4572.26,A321Neo,Premium Economy,94.66,On-Time,0.0,Fog,3.0,No,Website,130
6E1142,2025-02-11,Sunday,Pnq,Del,00:44:00,01:36:00,6814.39,A321Neo,Premium Economy,91.89,On-Time,0.0,Rainy,2.0,Yes,App,112
6E9383,2024-08-11,Tuesday,Pnq,Amd,08:51:00,11:55:00,9062.18,A320Neo,Economy,90.8,On-Time,0.0,Cloudy,2.0,Yes,App,184
6E9493,2024-12-22,Wednesday,Blr,Del,07:53:00,08:41:00,9323.79,A321Neo,Economy,75.31,On-Time,0.0,Clear,2.0,Yes,Website,108
6E2903,2025-05-10,Wednesday,Blr,Maa,23:06:00,01:56:00,6260.95,A320,Economy,98.97,On-Time,0.0,Fog,2.0,Yes,App,170
6E8224,2024-08-30,Sunday,Goi,Blr,02:05:00,05:49:00,3233.79,A321Neo,Economy,87.47,On-Time,0.0,Rainy,4.0,No,App,224
6E2516,2025-03-31,Sunday,Bom,Maa,18:03:00,20:20:00,5403.1,A320Neo,Premium Economy,91.51,On-Time,0.0,Fog,3.0,No,App,137
6E7580,2024-08-27,Thursday,Ccu,Maa,23:37:00,02:39:00,8433.11,A320,Premium Economy,89.44,On-Time,0.0,Clear,4.0,No,Airport,182
6E9413,2024-09-29,Wednesday,Amd,Cok,03:19:00,05:00:00,8644.18,A321Neo,Economy,74.11,On-Time,0.0,Fog,5.0,Yes,Website,161
6E8446,2025-03-18,Monday,Hyd,Goi,15:36:00,16:16:00,6606.37,A320Neo,Premium Economy,70.36,On-Time,0.0,Cloudy,2.0,No,App,100
6E4564,2024-09-04,Sunday,Del,Hyd,13:11:00,14:41:00,2765.13,A321Neo,Economy,86.5,On-Time,0.0,Cloudy,5.0,No,Website,90
6E2943,2024-12-15,Sunday,Amd,Blr,03:55:00,06:57:00,3553.63,A320Neo,Economy,83.08,Cancelled,0.0,Cloudy,4.0,No,Airport,182
6E8642,2024-10-12,Sunday,Blr,Maa,23:13:00,01:42:00,6676.89,A321Neo,Economy,95.45,Cancelled,0.0,Fog,4.0,Yes,Airport,149
6E2010,2025-07-25,Sunday,Cok,Maa,21:48:00,22:50:00,3767.16,A320,Premium Economy,93.03,On-Time,0.0,Clear,5.0,No,App,62
6E9783,2025-07-04,Tuesday,Blr,Ccu,15:12:00,17:12:00,5772.25,A321Neo,Economy,93.39,On-Time,0.0,Cloudy,4.0,No,Website,120
6E7937,2024-10-19,Friday,Cok,Ccu,19:36:00,20:51:00,6047.17,A320Neo,Economy,81.03,Delayed,167.0,Fog,4.0,Yes,App,75
6E6728,2024-12-20,Friday,Goi,Blr,10:20:00,11:14:00,3478.84,A320,Economy,76.61,Cancelled,0.0,Storm,3.0,No,Travel Agency,114
6E2253,2025-04-10,Monday,Amd,Hyd,18:56:00,20:49:00,5195.99,A320Neo,Economy,72.38,On-Time,0.0,Clear,5.0,No,Airport,173
6E4475,2025-08-03,Monday,Del,Cok,13:50:00,16:56:00,2823.6,A321Neo,Economy,78.88,On-Time,0.0,Fog,3.0,Unknown,Website,186
6E1422,2025-02-14,Saturday,Ccu,Pnq,06:15:00,09:11:00,5559.33,A320,Economy,95.19,On-Time,0.0,Fog,4.0,No,Airport,236
6E8179,2024-11-08,Tuesday,Amd,Ccu,11:30:00,12:14:00,6487.19,A320Neo,Economy,85.58,On-Time,0.0,Storm,5.0,No,Travel Agency,104
6E2091,2025-06-27,Sunday,Maa,Bom,11:11:00,12:43:00,7546.89,A321Neo,Economy,76.05,On-Time,0.0,Rainy,4.0,Yes,Airport,92
6E1746,2025-06-17,Wednesday,Bom,Goi,17:40:00,19:31:00,2748.18,A321Neo,Premium Economy,88.2,Delayed,70.0,Clear,1.0,No,Website,171
6E3414,2025-04-02,Thursday,Hyd,Ccu,11:44:00,12:58:00,4945.12,A320Neo,Economy,89.58,On-Time,0.0,Clear,1.0,No,App,74
6E9402,2025-01-25,Sunday,Pnq,Ccu,08:14:00,11:08:00,5705.05,A320Neo,Economy,74.31,On-Time,0.0,Fog,2.0,No,Website,234
6E6427,2025-03-20,Saturday,Cok,Del,07:36:00,08:55:00,5072.47,A321Neo,Economy,91.97,Delayed,140.0,Rainy,1.0,No,Airport,79
6E4551,2025-01-08,Wednesday,Blr,Amd,13:38:00,16:10:00,7810.74,A320,Economy,83.42,On-Time,0.0,Storm,3.0,No,Website,212
6E4839,2025-05-03,Tuesday,Blr,Cok,16:43:00,18:42:00,4095.39,A320,Economy,74.37,On-Time,0.0,Cloudy,1.0,Yes,Travel Agency,179
6E5446,2025-01-01,Friday,Goi,Del,11:50:00,14:40:00,5735.26,A320Neo,Economy,93.42,On-Time,0.0,Fog,1.0,Yes,Airport,230
6E1155,2024-08-15,Wednesday,Blr,Amd,06:40:00,08:53:00,2915.16,A320,Economy,94.61,On-Time,0.0,Fog,2.0,Yes,Website,133
6E3518,2024-09-18,Wednesday,Cok,Blr,23:54:00,00:53:00,7585.87,A321Neo,Economy,80.45,On-Time,0.0,Cloudy,5.0,No,Travel Agency,119
6E7063,2025-02-19,Monday,Pnq,Ccu,23:50:00,00:48:00,8429.32,A321Neo,Economy,97.0,Delayed,123.0,Cloudy,1.0,Yes,Travel Agency,118
6E1789,2024-12-02,Tuesday,Hyd,Amd,02:56:00,03:24:00,3283.94,A320Neo,Economy,97.48,On-Time,0.0,Fog,1.0,No,App,88
6E4560,2025-06-14,Thursday,Ccu,Goi,12:21:00,14:24:00,3624.92,A320,Premium Economy,92.16,Delayed,22.0,Clear,3.0,Yes,Travel Agency,123
6E8916,2024-08-06,Tuesday,Pnq,Goi,10:17:00,13:06:00,6312.73,A320Neo,Economy,84.14,On-Time,0.0,Clear,2.0,No,App,229
6E8859,2024-11-27,Sunday,Bom,Amd,11:03:00,14:37:00,4776.26,A320Neo,Economy,96.55,Delayed,142.0,Storm,1.0,Yes,Travel Agency,214
6E2933,2024-10-09,Wednesday,Cok,Pnq,20:22:00,21:59:00,7561.57,A320,Economy,76.05,Delayed,31.0,Storm,4.0,No,Travel Agency,97
6E1763,2024-08-29,Saturday,Maa,Pnq,19:49:00,20:15:00,8646.85,A320Neo,Economy,99.04,On-Time,0.0,Cloudy,3.0,Yes,Airport,86
6E7693,2024-09-04,Thursday,Maa,Ccu,02:38:00,03:37:00,2557.63,A320Neo,Economy,93.04,On-Time,0.0,Cloudy,4.0,No,App,119
6E6324,2025-07-18,Monday,Blr,Goi,19:01:00,20:22:00,2879.47,A320,Economy,71.79,Delayed,66.0,Clear,4.0,No,Travel Agency,81
6E5668,2025-06-14,Friday,Bom,Blr,06:57:00,09:51:00,6024.91,A320Neo,Economy,93.61,On-Time,0.0,Storm,3.0,Yes,Airport,234
6E8363,2025-02-20,Sunday,Blr,Ccu,19:34:00,20:00:00,7168.7,A320,Economy,87.25,On-Time,0.0,Rainy,2.0,Yes,Airport,86
6E4455,2024-11-06,Wednesday,Goi,Pnq,17:43:00,19:14:00,5216.55,A320,Economy,83.46,On-Time,0.0,Fog,4.0,Yes,Website,151
6E5075,2024-08-29,Thursday,Hyd,Pnq,09:33:00,11:58:00,3442.57,A320Neo,Economy,90.07,On-Time,0.0,Clear,4.0,No,Website,145
6E4653,2024-11-26,Saturday,Goi,Amd,01:04:00,04:49:00,3476.7,A320Neo,Economy,95.91,Delayed,89.0,Rainy,3.0,Yes,Travel Agency,225
6E3390,2024-10-17,Monday,Bom,Del,21:45:00,00:10:00,2737.69,A321Neo,Economy,81.53,On-Time,0.0,Rainy,1.0,No,Travel Agency,205
6E8168,2025-03-02,Wednesday,Amd,Ccu,19:24:00,20:31:00,6618.06,A321Neo,Economy,89.14,On-Time,0.0,Clear,2.0,Yes,Airport,67
6E5230,2025-07-12,Saturday,Pnq,Amd,07:46:00,08:31:00,2660.42,A321Neo,Economy,74.66,On-Time,0.0,Rainy,3.0,Yes,App,105
6E4841,2024-10-24,Wednesday,Del,Hyd,04:07:00,05:14:00,5763.93,A320,Economy,83.96,On-Time,0.0,Clear,3.0,Yes,App,67
6E1265,2024-11-04,Monday,Hyd,Del,05:30:00,06:14:00,4980.23,A320,Economy,81.98,On-Time,0.0,Clear,5.0,Yes,App,104
6E6733,2025-01-21,Thursday,Hyd,Ccu,04:25:00,05:46:00,2795.64,A321Neo,Economy,98.97,On-Time,0.0,Cloudy,3.0,No,Website,81
6E6655,2025-01-15,Saturday,Del,Hyd,07:02:00,08:54:00,6452.53,A320Neo,Economy,80.23,On-Time,0.0,Storm,1.0,No,Website,112
6E4217,2024-08-17,Monday,Bom,Blr,14:14:00,15:28:00,8055.24,A320Neo,Economy,97.24,On-Time,0.0,Rainy,3.0,No,Website,74
6E8633,2025-06-06,Monday,Pnq,Ccu,07:14:00,08:44:00,5146.27,A320,Economy,90.8,On-Time,0.0,Cloudy,3.0,Yes,Airport,90
6E4794,2024-11-28,Monday,Amd,Maa,10:45:00,13:34:00,6307.51,A321Neo,Economy,76.61,On-Time,0.0,Cloudy,1.0,No,Website,229
6E6187,2025-05-06,Thursday,Cok,Pnq,16:18:00,17:22:00,3353.16,A320Neo,Economy,99.25,Cancelled,0.0,Clear,2.0,Yes,Travel Agency,64
6E4415,2024-11-28,Friday,Bom,Maa,12:21:00,13:12:00,4522.61,A320Neo,Economy,86.84,Delayed,135.0,Rainy,3.0,Yes,Website,111
6E4368,2024-12-26,Friday,Del,Bom,02:03:00,03:23:00,3088.73,A321Neo,Economy,74.58,On-Time,0.0,Clear,4.0,No,Airport,80
6E5691,2025-06-21,Tuesday,Maa,Hyd,07:53:00,10:22:00,5993.56,A321Neo,Economy,76.67,On-Time,0.0,Clear,5.0,No,App,209
6E7548,2024-09-14,Saturday,Amd,Goi,09:50:00,10:17:00,5818.21,A320Neo,Economy,93.43,Delayed,119.0,Cloudy,2.0,Yes,Airport,87
6E9117,2025-06-13,Monday,Amd,Ccu,04:34:00,05:15:00,3829.49,A321Neo,Economy,81.75,On-Time,0.0,Fog,3.0,Yes,Airport,101
6E3613,2025-06-05,Saturday,Ccu,Cok,16:11:00,17:04:00,3520.04,A320,Economy,95.05,Cancelled,0.0,Rainy,5.0,Yes,Airport,113
6E3982,2024-12-04,Wednesday,Del,Bom,16:12:00,18:14:00,7339.54,A321Neo,Economy,93.72,Delayed,20.0,Cloudy,1.0,No,Airport,122
6E6778,2024-09-11,Tuesday,Ccu,Amd,21:12:00,23:56:00,4137.36,A320Neo,Economy,96.27,On-Time,0.0,Fog,5.0,No,App,164
6E6739,2024-12-02,Sunday,Cok,Pnq,00:29:00,03:20:00,7821.72,A320,Economy,91.98,On-Time,0.0,Storm,4.0,Yes,Travel Agency,231
6E5266,2025-06-27,Friday,Amd,Bom,09:42:00,11:06:00,9364.75,A320Neo,Economy,85.64,On-Time,0.0,Clear,5.0,Yes,Website,144
6E5102,2025-04-19,Friday,Blr,Maa,20:42:00,22:24:00,8973.55,A321Neo,Economy,76.9,Cancelled,0.0,Rainy,5.0,Yes,App,162
6E2811,2025-06-19,Thursday,Amd,Hyd,20:50:00,23:01:00,4078.19,A320Neo,Economy,76.68,Delayed,85.0,Cloudy,1.0,No,Travel Agency,191
6E6050,2024-11-21,Friday,Hyd,Cok,18:27:00,20:04:00,6697.3,A320,Economy,96.11,On-Time,0.0,Fog,1.0,Yes,Airport,157
6E1495,2025-04-01,Tuesday,Pnq,Goi,20:33:00,22:32:00,8130.8,A320Neo,Premium Economy,95.41,On-Time,0.0,Storm,2.0,Yes,App,179
6E9506,2025-01-05,Wednesday,Hyd,Bom,14:18:00,18:18:00,2586.13,A321Neo,Economy,85.44,Cancelled,0.0,Cloudy,2.0,Yes,Travel Agency,240
6E1158,2024-09-29,Thursday,Cok,Ccu,16:59:00,19:25:00,6618.38,A320Neo,Economy,93.19,On-Time,0.0,Fog,1.0,Yes,Airport,206
6E6844,2025-03-08,Thursday,Del,Maa,13:33:00,15:00:00,8854.21,A320,Economy,94.38,On-Time,0.0,Clear,3.0,Yes,Airport,147
6E5311,2024-09-06,Tuesday,Goi,Ccu,14:33:00,15:24:00,4462.18,A321Neo,Economy,99.82,On-Time,0.0,Fog,3.0,No,Airport,111
6E1618,2025-03-03,Thursday,Bom,Maa,11:58:00,14:19:00,6519.98,A321Neo,Economy,73.81,On-Time,0.0,Fog,5.0,No,App,201
6E3336,2024-12-24,Sunday,Pnq,Hyd,06:55:00,09:05:00,3713.98,A321Neo,Economy,72.26,On-Time,0.0,Clear,2.0,Yes,App,190
6E2436,2025-02-17,Monday,Cok,Hyd,18:19:00,21:26:00,6962.57,A321Neo,Economy,76.43,On-Time,0.0,Clear,1.0,No,Airport,187
6E8505,2025-05-01,Thursday,Pnq,Bom,06:47:00,08:55:00,5635.64,A320,Economy,79.49,On-Time,0.0,Rainy,5.0,Yes,App,128
6E5425,2024-10-26,Thursday,Hyd,Ccu,05:16:00,06:15:00,8694.35,A321Neo,Economy,96.49,On-Time,0.0,Storm,1.0,Yes,Travel Agency,119
6E1420,2025-07-28,Thursday,Cok,Ccu,08:30:00,09:30:00,7976.55,A321Neo,Economy,83.72,On-Time,0.0,Storm,4.0,Yes,Travel Agency,60
6E2589,2024-08-17,Thursday,Del,Cok,04:02:00,05:37:00,3778.68,A320Neo,Economy,72.34,On-Time,0.0,Clear,4.0,No,Airport,95
6E3915,2025-06-23,Sunday,Amd,Pnq,21:24:00,00:58:00,3119.48,A320Neo,Economy,95.34,Delayed,125.0,Fog,2.0,Yes,App,214
6E1392,2024-10-04,Wednesday,Bom,Maa,16:56:00,18:14:00,9054.67,A321Neo,Economy,94.26,On-Time,0.0,Fog,3.0,Yes,Website,138
6E3022,2024-11-04,Tuesday,Maa,Cok,05:22:00,07:49:00,4494.54,A320,Economy,74.69,On-Time,0.0,Clear,5.0,No,Website,147
6E6171,2024-11-23,Thursday,Goi,Cok,13:58:00,16:57:00,4984.55,A320Neo,Economy,95.47,On-Time,0.0,Storm,1.0,No,App,239
6E5844,2025-06-28,Tuesday,Maa,Del,10:27:00,12:19:00,9235.56,A320,Economy,78.26,On-Time,0.0,Cloudy,4.0,No,Website,172
6E9060,2025-05-29,Sunday,Cok,Pnq,01:12:00,03:16:00,6921.47,A321Neo,Economy,89.62,On-Time,0.0,Storm,1.0,Yes,Airport,124
6E6860,2024-11-02,Monday,Goi,Amd,13:20:00,15:23:00,8597.62,A320Neo,Economy,86.78,On-Time,0.0,Rainy,1.0,Yes,Website,123
6E7385,2024-08-31,Wednesday,Del,Hyd,06:35:00,07:14:00,9338.32,A320,Economy,79.04,Delayed,166.0,Clear,4.0,Yes,App,99
6E4379,2024-12-18,Tuesday,Cok,Ccu,07:36:00,09:29:00,3617.97,A320,Economy,80.36,Cancelled,0.0,Fog,5.0,No,Airport,173
6E6901,2025-06-09,Friday,Hyd,Ccu,22:54:00,00:58:00,7772.35,A320Neo,Economy,72.4,On-Time,0.0,Rainy,2.0,No,Website,124
6E8878,2025-06-26,Wednesday,Maa,Bom,04:11:00,05:14:00,8265.95,A320Neo,Economy,80.01,On-Time,0.0,Rainy,2.0,Yes,Website,63
6E5082,2024-12-28,Thursday,Amd,Pnq,18:13:00,21:53:00,7032.55,A321Neo,Economy,99.4,On-Time,0.0,Clear,2.0,No,Travel Agency,220
6E1892,2025-05-29,Friday,Maa,Hyd,21:03:00,23:43:00,5043.32,A320,Economy,92.08,Cancelled,0.0,Clear,4.0,No,App,160
6E1192,2024-12-06,Thursday,Pnq,Ccu,22:41:00,23:16:00,7401.1,A321Neo,Economy,93.36,On-Time,0.0,Storm,1.0,Yes,Travel Agency,95
6E2197,2024-12-26,Sunday,Maa,Ccu,06:50:00,08:16:00,9308.37,A320Neo,Economy,92.82,On-Time,0.0,Cloudy,3.0,Yes,Website,146
6E3471,2025-04-18,Monday,Maa,Cok,12:11:00,13:45:00,5652.4,A320,Economy,97.01,On-Time,0.0,Clear,1.0,Yes,Airport,94
6E5267,2024-11-15,Saturday,Ccu,Goi,01:04:00,04:56:00,4726.19,A320Neo,Economy,82.98,On-Time,0.0,Storm,1.0,Yes,Travel Agency,232
6E1764,2024-10-22,Friday,Bom,Blr,14:38:00,16:11:00,9255.01,A320,Economy,76.98,On-Time,0.0,Clear,5.0,Yes,Website,153
6E1563,2025-04-18,Wednesday,Ccu,Amd,15:22:00,17:26:00,3230.37,A320Neo,Economy,92.26,On-Time,0.0,Fog,2.0,No,Airport,124
6E6073,2024-08-20,Tuesday,Blr,Pnq,08:32:00,11:01:00,8125.2,A320Neo,Economy,94.28,On-Time,0.0,Cloudy,2.0,Yes,Airport,209
6E8618,2025-06-01,Tuesday,Cok,Ccu,19:10:00,20:48:00,5618.99,A321Neo,Premium Economy,71.71,On-Time,0.0,Rainy,3.0,No,Airport,98
6E2690,2024-09-23,Saturday,Bom,Amd,04:00:00,06:19:00,5273.14,A320,Premium Economy,88.87,On-Time,0.0,Fog,4.0,No,Travel Agency,139
6E1552,2025-04-09,Thursday,Bom,Ccu,21:29:00,00:05:00,6809.92,A320Neo,Economy,97.51,On-Time,0.0,Clear,1.0,No,Airport,216
6E7844,2025-05-16,Tuesday,Maa,Ccu,14:26:00,15:19:00,4725.27,A320Neo,Economy,94.59,Delayed,11.0,Cloudy,3.0,No,Airport,113
6E3758,2025-01-23,Friday,Blr,Hyd,18:48:00,21:42:00,2733.04,A320,Economy,81.41,Delayed,110.0,Fog,5.0,No,Travel Agency,234
6E8251,2024-09-07,Friday,Maa,Hyd,16:32:00,18:21:00,5065.23,A320,Economy,82.94,Delayed,55.0,Storm,5.0,No,Website,169
6E1726,2024-09-16,Tuesday,Ccu,Pnq,21:47:00,23:24:00,7212.9,A321Neo,Economy,79.69,On-Time,0.0,Rainy,1.0,No,Website,157
6E9892,2025-07-22,Sunday,Pnq,Blr,06:31:00,09:34:00,3427.78,A320,Premium Economy,94.18,On-Time,0.0,Cloudy,5.0,No,Airport,183
6E2055,2025-03-19,Wednesday,Maa,Amd,00:27:00,02:39:00,4220.76,A320,Economy,90.95,Delayed,60.0,Cloudy,2.0,No,Website,132
6E4465,2024-10-28,Wednesday,Cok,Bom,10:41:00,12:04:00,8711.79,A320,Economy,99.39,On-Time,0.0,Rainy,3.0,Yes,Website,143
6E1982,2025-01-18,Monday,Amd,Cok,18:02:00,19:17:00,7387.98,A320,Economy,96.62,On-Time,0.0,Rainy,3.0,Yes,Travel Agency,75
6E6153,2024-11-05,Thursday,Hyd,Pnq,16:37:00,17:43:00,7771.35,A321Neo,Economy,90.14,On-Time,0.0,Storm,3.0,No,Airport,66
6E7575,2024-10-30,Wednesday,Amd,Del,11:37:00,12:19:00,6247.13,A320Neo,Economy,83.52,Delayed,123.0,Clear,4.0,No,Website,102
